title,genre_names,vote_average,vote_count,popularity
Haunted Honeymoon,"Comedy, Horror, Music",5.4,45.0,2.858879
Cat's Eye,"Comedy, Thriller, Horror",5.9,140.0,6.781815
And Now for Something Completely Different,Comedy,7.1,139.0,9.132013
Damien: Omen II,"Action, Drama, Horror, Thriller",6.1,170.0,10.235373
Omen III: The Final Conflict,"Drama, Horror, Thriller",5.5,132.0,7.798615
Airplane!,Comedy,7.1,1104.0,13.063203
Airplane II: The Sequel,Comedy,6.0,276.0,7.181664
An American Werewolf in Paris,"Horror, Comedy",5.3,154.0,7.145784
National Lampoon’s European Vacation,"Adventure, Comedy, Romance",6.0,232.0,11.457485
National Lampoon's Vacation,"Comedy, Adventure, Romance",7.1,412.0,7.747432
Funny Farm,Comedy,6.0,74.0,11.303489
Big,"Fantasy, Drama, Comedy, Romance, Family",6.9,1022.0,9.562292
Problem Child,Comedy,5.5,152.0,5.722116
Problem Child 2,Comedy,5.2,101.0,8.142992
Little Nemo: Adventures In Slumberland,"Adventure, Animation, Family, Fantasy",7.1,36.0,2.770568
Oscar and Lucinda,"Drama, Romance",6.2,26.0,1.462571
Tequila Sunrise,"Action, Adventure, Crime, Romance, Thriller",6.0,116.0,6.399977
The Pelican Brief,"Drama, Mystery, Thriller, Crime",6.3,377.0,8.708306
A Christmas Story,"Comedy, Family",7.4,352.0,7.337907
Mickey Blue Eyes,"Comedy, Crime, Romance",5.3,142.0,6.951414
Teaching Mrs. Tingle,"Comedy, Thriller",5.3,94.0,8.345784
Universal Soldier: The Return,"Action, Science Fiction",4.2,138.0,7.805145
Universal Soldier,"Thriller, Action, Science Fiction, Crime",5.8,382.0,8.035769
Love Stinks,"Comedy, Romance",5.4,11.0,1.097513
Perfect Blue,"Animation, Thriller",7.9,261.0,6.487495
With Friends Like These...,"Horror, Science Fiction",0.0,0.0,0.056395
In Too Deep,"Drama, Action, Thriller, Crime",6.3,18.0,1.615319
The Source,"Documentary, Foreign",4.9,5.0,0.447313
The Bat,"Horror, Mystery, Thriller",5.9,18.0,8.819138
Iron Eagle,"Action, Thriller, War",4.8,64.0,4.33058
Iron Eagle II,"Action, Adventure, Drama, Thriller",4.3,17.0,2.331052
Iron Eagle III,"Action, Thriller",3.6,15.0,8.48487
Iron Eagle IV,"Action, Adventure",3.2,8.0,1.286323
Three Days of the Condor,"Action, Thriller, Mystery",7.2,234.0,14.364447
Hamlet from the Lunt-Fontanne Theatre,,6.0,2.0,0.512134
Male and Female,"Adventure, Drama",5.0,1.0,1.175646
Medicine Man,Adventure,5.8,114.0,7.431005
The Spiders - The Golden Sea,Adventure,5.7,5.0,0.301984
On the Ropes,,5.0,1.0,0.140027
Rosie,,5.0,2.0,0.100686
The 13th Warrior,"Adventure, Fantasy, Action",6.4,524.0,10.308026
The Astronaut's Wife,"Drama, Science Fiction, Thriller",5.5,263.0,14.705865
Dudley Do-Right,"Comedy, Family, Romance",3.8,49.0,4.431577
The Muse,"Fantasy, Comedy",5.3,31.0,1.533253
Cabaret Balkan,Drama,7.3,4.0,0.569218
A Dog Of Flanders,"Drama, Family",6.4,6.0,0.513308
The Lost Son,"Mystery, Thriller",5.8,6.0,0.504739
Lucie Aubrac,Drama,5.9,8.0,1.122218
The Very Thought of You,"Comedy, Romance",5.0,11.0,1.233052
Chill Factor,"Action, Comedy, Thriller",5.3,30.0,3.062626
Outside Providence,"Romance, Comedy, Drama",5.6,30.0,3.10924
Bedrooms and Hallways,"Comedy, Drama, Romance",5.9,11.0,1.016117
I Woke Up Early The Day I Died,Comedy,4.7,3.0,0.563637
West Beyrouth,"Romance, Drama, Comedy",8.8,5.0,0.219485
Stigmata,Horror,6.0,248.0,9.304144
Stir of Echoes,"Horror, Mystery, Thriller",6.5,334.0,5.875606
Best Laid Plans,"Drama, Thriller, Crime",6.0,30.0,4.374187
"Black Cat, White Cat","Comedy, Romance",7.7,160.0,6.261475
The Minus Man,"Drama, Thriller",6.4,19.0,2.255032
Whiteboyz,"Comedy, Drama, Music",4.8,4.0,1.483082
The Adventures of Milo and Otis,"Adventure, Drama, Family",6.7,54.0,2.500605
Only Angels Have Wings,"Action, Adventure, Drama, Romance",7.0,47.0,2.611512
Othello,"Drama, Romance",6.5,35.0,2.698585
Queens Logic,"Comedy, Drama",5.7,6.0,6.24172
Public Access,"Drama, Thriller",5.5,3.0,1.292256
A Soldier's Story,"Drama, Mystery, War",6.2,54.0,12.019262
Alice Sweet Alice,"Horror, Mystery, Thriller",6.4,58.0,3.274172
Don't Look in the Basement,"Horror, Thriller",5.2,19.0,0.689278
Nightmares,"Science Fiction, Horror",5.4,23.0,3.861469
I Saw What You Did,"Horror, Mystery, Thriller",5.8,11.0,1.88974
Yellow Submarine,"Animation, Fantasy, Music",7.1,114.0,14.950187
American Beauty,Drama,7.9,3438.0,20.726578
Stop Making Sense,"Documentary, Music",8.7,47.0,2.359569
Blue Streak,"Action, Comedy, Crime",6.1,359.0,6.229424
For Love of the Game,"Drama, Romance",6.3,88.0,4.950061
Caligula,"Drama, History, Romance",5.3,147.0,11.157288
A Hard Day's Night,"Comedy, Music",7.3,172.0,5.719266
Splendor,Comedy,5.5,14.0,3.508075
Sugar Town,Comedy,5.5,2.0,0.20833
The Buddy Holly Story,Drama,7.5,33.0,2.017413
Fright Night,Horror,6.9,279.0,7.472509
Fright Night Part 2,"Comedy, Horror",6.4,81.0,5.777858
La séparation,"Drama, Foreign",5.4,7.0,0.533479
Barefoot in the Park,"Comedy, Romance",6.9,105.0,8.380744
Deliverance,"Drama, Adventure, Thriller",7.2,441.0,8.476681
Excalibur,"Fantasy, Adventure",7.1,241.0,8.800455
Lulu on the Bridge,"Drama, Mystery, Romance, Thriller",5.8,5.0,1.415493
The Pajama Game,"Comedy, Music",6.3,12.0,0.681871
Sommersby,"Drama, Thriller, Mystery, Romance",6.0,82.0,4.359884
Thumbelina,"Animation, Drama, Family, Fantasy",6.1,117.0,13.856199
Tommy,"Drama, Music",6.5,69.0,6.335814
Hell Night,Horror,5.6,32.0,3.682167
Armour of God II: Operation Condor,"Action, Adventure, Crime, Thriller",7.0,109.0,12.276235
Armour of God,"Adventure, Action, Comedy",6.8,111.0,7.278549
Double Jeopardy,"Crime, Drama, Mystery, Thriller",6.2,282.0,10.876463
Jakob the Liar,"Comedy, Drama, History",6.1,91.0,9.217935
Mumford,"Comedy, Drama, Romance",6.3,27.0,8.102656
Dog Park,"Romance, Comedy",5.8,4.0,0.437857
Guinevere,"Drama, Romance",5.9,9.0,4.004968
The Adventures of Elmo in Grouchland,Family,6.3,14.0,2.86282
Simon Sez,"Action, Comedy, Thriller",3.6,17.0,3.106424
Drive Me Crazy,"Drama, Comedy, Romance, Family",5.8,62.0,4.606395
"Mystery, Alaska","Drama, Comedy",6.0,71.0,4.512767
Three Kings,"Action, Adventure, Comedy",6.6,709.0,12.287636
"Happy, Texas","Comedy, Crime",5.5,39.0,2.939685
New Rose Hotel,"Drama, Science Fiction, Mystery",5.0,24.0,10.255215
Plunkett & MacLeane,"Drama, Action, Comedy",6.1,49.0,10.285949
Romance,"Romance, Drama, Comedy",0.0,0.0,0.052377
Napoleon and Samantha,"Action, Adventure, Drama, Family",6.6,8.0,0.832361
Alvarez Kelly,"Action, War, Western",6.6,10.0,1.49303
And the Ship Sails On,"Comedy, Drama, Foreign, Music",7.0,22.0,1.715072
The Dark Half,"Mystery, Horror",5.4,91.0,13.412785
Gulliver's Travels,"Action, Adventure, Animation, Family",6.3,26.0,2.059715
Monkey Shines,"Thriller, Drama, Horror, Science Fiction",6.2,58.0,8.120652
Phantasm,"Horror, Science Fiction",6.5,166.0,6.609336
Psycho II,"Horror, Mystery, Thriller",6.0,128.0,6.370495
Psycho III,"Horror, Thriller",5.4,79.0,6.345885
Rain,Drama,5.1,8.0,0.577818
Sanjuro,"Drama, Action, Comedy",7.8,122.0,11.293611
Random Hearts,"Drama, Romance",5.3,63.0,4.140398
Superstar,"Comedy, Family",5.0,85.0,4.155147
Boys Don't Cry,"Crime, Drama",7.2,360.0,6.536006
"Five Wives, Three Secretaries and Me",Documentary,0.0,0.0,0.001648
L'ennui,"Drama, Romance",6.1,12.0,1.535323
The Grandfather,"Drama, Foreign",6.7,11.0,0.81126
The Limey,"Action, Crime, Drama, Mystery, Thriller",6.6,110.0,7.807741
The Mating Habits of the Earthbound Human,"Comedy, Romance, Science Fiction",6.4,18.0,6.571586
Molly,"Drama, Comedy, Romance",5.5,14.0,7.697
Risky Business,"Comedy, Romance",6.4,340.0,6.505209
Total Recall,"Action, Adventure, Science Fiction",7.1,1745.0,12.954444
Body Heat,"Drama, Thriller, Crime, Romance",7.1,128.0,5.991482
Ferris Bueller's Day Off,Comedy,7.5,1340.0,12.724645
The Year of Living Dangerously,"War, Drama, Romance",6.8,84.0,13.293569
Children of Paradise,"Drama, Romance",7.9,79.0,5.353954
High Plains Drifter,Western,7.4,284.0,9.91087
Hang 'em High,Western,6.7,197.0,7.266576
Citizen's Band,Comedy,4.7,6.0,1.799462
Drunken Master,"Action, Comedy",7.2,178.0,7.404755
The Conformist,Drama,7.6,129.0,9.931025
Hairspray,"Comedy, Family, Music",6.6,102.0,6.453409
Brief Encounter,"Drama, Romance",7.6,123.0,5.408818
The Razor's Edge,Drama,6.9,16.0,1.697455
Reds,"Drama, History",7.1,70.0,5.463216
Return with Honor,Documentary,4.0,2.0,0.15025
Time of the Gypsies,"Drama, Comedy, Crime, Fantasy",7.2,53.0,5.443964
Days of Heaven,"Drama, Romance",7.6,236.0,7.380825
The Fire Within,Drama,7.4,38.0,2.441347
El Amor Brujo,,7.0,4.0,0.185772
The Lady Eve,"Comedy, Romance",7.5,74.0,8.35844
Sullivan's Travels,"Adventure, Comedy, Drama, Romance",8.0,100.0,8.64244
The Palm Beach Story,"Comedy, Romance",7.3,46.0,3.926841
Man Facing Southeast,"Mystery, Science Fiction, Drama",7.1,12.0,1.011919
Niagara,"Crime, Drama, Thriller",6.7,84.0,14.605464
Gilda,"Drama, Romance, Thriller",7.6,113.0,4.562074
South Pacific,"Music, Romance, War",6.3,29.0,2.747118
Flashdance,"Drama, Music, Romance",6.1,313.0,9.888958
Indochine,"Drama, Romance",7.2,32.0,10.762325
The Dirty Dozen,"Action, Adventure, War",7.5,309.0,15.640007
Mike's Murder,"Drama, Mystery, Thriller",5.5,4.0,0.855695
Help!,"Comedy, Music",6.5,85.0,10.045007
Goldfinger,"Adventure, Action, Thriller",7.2,1005.0,13.78884
From Russia with Love,"Action, Thriller, Adventure",6.9,773.0,12.536729
Dr. No,"Adventure, Action, Thriller",6.9,953.0,19.931606
The Blue Lagoon,"Romance, Adventure, Drama",5.8,422.0,11.578578
A Fistful of Dollars,Western,7.6,909.0,12.429704
Hard Eight,"Drama, Thriller",6.8,177.0,7.04756
Home Alone 2: Lost in New York,"Comedy, Family, Adventure, Crime",6.3,2459.0,13.293722
Penitentiary,"Action, Drama",4.9,8.0,0.232477
Penitentiary II,"Action, Thriller",3.0,1.0,0.004425
Someone to Watch Over Me,"Crime, Drama, Romance, Thriller",5.8,38.0,3.50111
Sparrows,Drama,8.0,9.0,0.445526
Naturally Native,Drama,0.0,0.0,0.101618
Fight Club,Drama,8.3,9678.0,63.869599
Beefcake,"Drama, History, Documentary",4.6,10.0,0.653879
The Story of Us,"Comedy, Drama, Romance",5.9,75.0,5.769957
Fever Pitch,"Comedy, Romance",6.1,53.0,6.906939
Joe the King,"Crime, Drama",6.3,8.0,1.487046
Julien Donkey-Boy,"Comedy, Drama",7.1,27.0,1.34763
The Omega Code,"Horror, Thriller",4.4,17.0,1.789046
The Straight Story,Drama,7.7,315.0,14.580995
The Bad Seed,"Crime, Drama, Horror, Thriller",7.1,91.0,7.975238
Time Bandits,"Family, Fantasy, Science Fiction, Adventure, Comedy",6.6,255.0,9.841623
A Man and a Woman,"Drama, Romance",7.2,33.0,2.924112
Fitzcarraldo,"Action, Adventure, Drama",7.7,151.0,4.760938
All That Jazz,"Drama, Music",7.3,88.0,5.632325
Red Sorghum,"Drama, War",7.0,36.0,2.045228
Crimes and Misdemeanors,"Comedy, Drama",7.4,201.0,6.645295
Bats,"Horror, Thriller",4.1,35.0,2.584025
The Best Man,"Drama, Comedy",6.8,38.0,5.055141
Bringing Out the Dead,Drama,6.6,228.0,8.825864
Crazy in Alabama,"Comedy, Drama",6.5,13.0,7.250842
Three to Tango,"Comedy, Romance",5.4,63.0,5.594358
Body Shots,"Drama, Romance",4.7,21.0,4.607583
Men Cry Bullets,"Comedy, Drama",7.0,1.0,0.920469
Brother Can You Spare A Dime,Documentary,6.0,1.0,0.037413
The Guardian,"Drama, Horror, Mystery, Thriller",5.3,32.0,7.444848
The Ipcress File,Thriller,6.8,84.0,7.336578
On Any Sunday,Documentary,6.9,7.0,0.934156
RoboCop,"Action, Thriller, Science Fiction",7.1,1494.0,13.485583
RoboCop 2,"Action, Adventure, Crime, Science Fiction, Thriller",5.6,498.0,10.969876
Who Framed Roger Rabbit,"Fantasy, Animation, Comedy, Crime, Family",7.2,1466.0,16.78596
Melvin and Howard,"Comedy, Drama",6.8,18.0,6.737435
For Your Eyes Only,"Adventure, Action, Thriller",6.3,497.0,9.765123
Licence to Kill,"Adventure, Action, Thriller",5.9,549.0,11.137888
Live and Let Die,"Adventure, Action, Thriller",6.4,540.0,9.773768
Rawhead Rex,Horror,4.8,30.0,3.497943
Thunderball,"Adventure, Action, Thriller",6.5,572.0,10.517835
The City,Drama,7.6,9.0,0.467303
House on Haunted Hill,"Horror, Mystery, Thriller",5.5,211.0,10.187278
Music of the Heart,Drama,6.3,49.0,3.104943
Being John Malkovich,"Fantasy, Drama, Comedy",7.3,1124.0,11.416319
Dreaming of Joseph Lees,"Romance, Drama",6.0,2.0,1.241349
Man Of The Century,"Romance, Comedy",0.0,0.0,0.007829
Princess Mononoke,"Adventure, Fantasy, Animation",8.2,2041.0,17.166725
The Suburbans,"Comedy, Drama",4.0,11.0,1.73986
My Best Fiend,Documentary,7.6,45.0,1.807445
Train of Life,"Drama, Comedy, War",7.4,48.0,3.040512
The Bachelor,Comedy,4.5,84.0,5.061725
The Bone Collector,"Drama, Mystery, Thriller, Crime",6.5,843.0,8.884406
The Insider,"Drama, Thriller",7.3,489.0,11.3569
American Movie,Documentary,7.7,57.0,5.964323
Last Night,"Romance, Drama, Science Fiction",7.0,41.0,5.466969
Portraits Chinois,"Drama, Comedy",7.5,2.0,0.127894
Rosetta,Drama,7.2,52.0,2.730118
"They Shoot Horses, Don't They?",Drama,7.4,51.0,4.904915
Battling Butler,"Drama, Comedy",5.7,13.0,1.09569
Bride of Re-Animator,"Comedy, Horror, Science Fiction",6.1,70.0,8.244989
Bustin' Loose,"Adventure, Comedy",5.7,15.0,1.527771
Coma,"Thriller, Mystery, Drama",6.4,88.0,5.617866
Creepshow,"Horror, Comedy, Fantasy",6.7,228.0,10.434018
Creepshow 2,Horror,5.9,133.0,9.330087
Re-Animator,"Science Fiction, Comedy, Horror",7.0,263.0,9.867238
Drugstore Cowboy,"Crime, Drama",7.0,117.0,8.026112
Falling Down,"Crime, Drama, Thriller",7.2,837.0,10.175138
The Funhouse,Horror,5.8,69.0,3.99005
The General,"Action, Adventure, Comedy, Drama",8.0,240.0,8.002953
My Best Girl,"Drama, Comedy, Romance",8.0,2.0,0.205671
Piranha,Horror,5.7,120.0,16.038604
Rough Night in Jericho,Western,7.3,5.0,1.078688
Slaughterhouse,Horror,5.3,12.0,1.5568
The Taming of the Shrew,"Comedy, Drama, Romance",6.9,35.0,2.786435
Nighthawks,"Action, Crime, Thriller",6.4,87.0,5.830675
Yojimbo,"Drama, Thriller",8.0,334.0,10.313688
Repossessed,"Comedy, Horror",4.5,44.0,11.966566
The Omega Man,"Action, Science Fiction, Thriller",6.0,147.0,6.445639
Spaceballs,"Comedy, Science Fiction",6.7,924.0,9.10373
Robin Hood,"Animation, Family",7.0,1155.0,11.179855
Mister Roberts,"Comedy, Drama, Family, War",7.3,43.0,2.593458
Quest for Fire,"Adventure, Drama",7.2,111.0,8.341166
Little Big Man,"Adventure, Western, History",7.5,128.0,8.186994
A Face in the Crowd,Drama,7.4,48.0,6.656685
Trading Places,Comedy,7.1,763.0,14.285052
Meatballs,Comedy,5.9,79.0,6.613063
Meatballs Part II,Comedy,3.5,13.0,1.475532
Meatballs III: Summer Job,Comedy,4.4,14.0,1.667607
Meatballs 4,Comedy,3.3,4.0,0.921189
Dead Again,Thriller,6.7,81.0,9.696201
Peter's Friends,"Comedy, Drama",6.7,46.0,2.540085
The Incredibly True Adventure of Two Girls In Love,"Comedy, Drama, Romance",5.7,13.0,2.149553
Experience Preferred...But Not Essential,Comedy,7.5,2.0,0.122181
Under the Rainbow,Comedy,4.9,7.0,0.69162
How I Won the War,"Comedy, War",5.6,10.0,1.494833
Light It Up,"Drama, Thriller",6.6,7.0,1.252804
Anywhere But Here,"Drama, Comedy, Romance",5.9,67.0,12.593734
Dogma,"Fantasy, Comedy, Adventure",6.8,842.0,8.559088
The Messenger: The Story of Joan of Arc,"Adventure, Drama, Action, History, War",6.2,373.0,9.471838
Pokémon: The First Movie: Mewtwo Strikes Back,Animation,6.7,336.0,7.556826
Felicia's Journey,Drama,6.3,24.0,1.850056
Oxygen,"Mystery, Thriller, Crime, Drama",5.4,15.0,8.343079
Where's Marlowe?,"Comedy, Mystery, Thriller",5.5,2.0,1.193384
The Ape,"Drama, Horror, Science Fiction",5.3,6.0,0.691803
British Intelligence,"Action, Adventure",5.8,5.0,0.233318
The Commitments,"Comedy, Drama, Music",7.4,132.0,7.442056
Holiday Inn,"Comedy, Drama, Music, Romance",7.1,55.0,8.258968
The Longest Day,"Action, Drama, History, War",7.3,237.0,10.770928
Poison Ivy,Thriller,5.2,85.0,6.901684
Poison Ivy: The New Seduction,"Thriller, Romance",4.1,28.0,6.146452
Ten Benny,"Drama, Action",10.0,1.0,0.064219
Tora! Tora! Tora!,"History, Action, Drama, Adventure, War",6.9,150.0,7.262326
Women on the Verge of a Nervous Breakdown,"Comedy, Drama",7.6,149.0,5.470331
The Verdict,Drama,7.4,132.0,9.596883
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,Drama,6.9,12.0,0.473593
The Adventures of Buckaroo Banzai Across the 8th Dimension,"Comedy, Science Fiction",6.3,103.0,7.778445
Stand and Deliver,Drama,7.3,60.0,5.355761
Moonstruck,"Comedy, Drama, Romance",6.7,173.0,12.877291
The Sandpiper,"Drama, Romance",5.7,16.0,1.198796
Jeremiah Johnson,"Adventure, Western",7.5,126.0,4.711031
Repulsion,"Drama, Horror, Thriller",7.5,218.0,6.825852
Irma la Douce,"Comedy, Romance",7.1,74.0,5.967967
42 Up,"Documentary, Foreign",6.6,9.0,0.697268
Liberty Heights,Drama,6.7,19.0,2.64721
Mansfield Park,"Drama, Romance",6.7,81.0,6.646005
"Goodbye, 20th Century","Adventure, Comedy, Fantasy, Science Fiction",7.5,2.0,0.352075
Sleepy Hollow,"Drama, Fantasy, Thriller, Mystery",6.9,1774.0,11.072361
The World Is Not Enough,"Adventure, Action, Thriller",6.0,878.0,12.130127
All About My Mother,"Comedy, Drama",7.4,337.0,10.000915
Home Page,Documentary,0.0,0.0,0.001183
The Living Dead Girl,Horror,6.0,18.0,1.605782
Babes in Toyland,Comedy,6.6,28.0,7.768271
Scrooged,"Fantasy, Comedy, Drama",6.7,395.0,11.465634
Harvey,"Comedy, Drama",7.7,159.0,5.306185
Bicycle Thieves,Drama,8.0,404.0,13.233136
Matewan,Drama,7.2,33.0,3.350126
Kagemusha,"Action, Drama, History, War",7.7,135.0,6.206807
47 Samurai,"History, Drama, Action",7.1,20.0,5.127806
McCabe & Mrs. Miller,Western,7.3,82.0,5.442081
Maurice,"Drama, Romance",7.1,62.0,5.778465
The Grapes of Wrath,Drama,7.8,211.0,9.668636
My Man Godfrey,Comedy,6.4,4.0,0.193758
The Shop Around the Corner,"Comedy, Romance",7.9,107.0,7.144236
The Natural,Drama,7.0,162.0,12.319855
Shampoo,"Comedy, Drama, Romance",6.3,41.0,3.796195
A River Runs Through It,Drama,7.0,241.0,12.583826
Fatal Attraction,"Romance, Drama, Thriller, Horror, Mystery",6.6,305.0,14.260779
Jagged Edge,"Mystery, Thriller",6.5,63.0,3.892311
Stanley & Iris,"Drama, Romance",5.7,26.0,1.914881
Midnight Run,"Adventure, Comedy, Crime",7.2,241.0,5.564321
Awakenings,Drama,7.6,568.0,13.201595
Come See the Paradise,"Drama, Romance, History",6.1,14.0,6.408322
Backdraft,"Action, Crime, Drama, Mystery, Thriller",6.4,360.0,9.883727
The Fisher King,"Comedy, Drama",7.2,346.0,11.184385
The River,Drama,6.5,21.0,6.303384
Country,Drama,6.3,6.0,0.84372
Places in the Heart,"Drama, Family",7.1,31.0,3.712567
"'night, Mother",Drama,5.8,6.0,0.798428
End of Days,"Action, Fantasy, Horror, Mystery",5.5,488.0,9.62371
Toy Story 2,"Animation, Comedy, Family",7.3,3914.0,17.547693
Flawless,"Comedy, Drama",5.9,56.0,8.608461
Miss Julie,Drama,6.3,3.0,0.994953
Ride with the Devil,"Drama, War, Romance, Western",6.6,49.0,7.059308
Tumbleweeds,"Comedy, Drama",6.2,11.0,0.88888
A Bay of Blood,"Horror, Thriller",6.4,53.0,4.725878
The Distinguished Gentleman,Comedy,5.7,78.0,9.64078
The Hitch-Hiker,"Crime, Thriller",6.6,28.0,2.211742
Santa Fe Trail,"Action, Western",3.6,5.0,1.548028
Lauderdale,,1.7,3.0,1.5338
Agnes Browne,Drama,6.3,9.0,6.485631
The End of the Affair,Drama,6.6,56.0,6.200344
The End of the Affair,Romance,6.3,2.0,0.402828
Holy Smoke!,"Comedy, Drama",5.3,47.0,3.176804
A Map of the World,Drama,6.4,8.0,1.588189
Sweet and Lowdown,"Comedy, Drama",6.8,109.0,6.836569
The Bonfire of the Vanities,"Comedy, Drama",5.3,113.0,5.507082
Broadway Damage,,6.0,1.0,0.051128
Daddy-Long-Legs,"Drama, Comedy",7.4,5.0,0.346438
Go West,"Comedy, Western",6.8,19.0,1.014248
Grand Illusion,"Drama, History, War",7.5,126.0,6.02384
The Great Santini,Drama,6.9,21.0,3.919041
The James Dean Story,Documentary,6.2,6.0,0.505885
The Sea Wolves,"War, Action, Thriller",5.7,19.0,3.244148
Stealing Home,"Drama, Romance",5.9,15.0,7.168975
Tarzan the Fearless,"Action, Adventure",2.8,4.0,0.756556
Three Ages,"Drama, Comedy",7.2,20.0,1.539713
The Two Jakes,"Crime, Drama, Mystery",6.2,48.0,4.476578
U2: Rattle and Hum,"Documentary, Music",6.3,28.0,2.143483
Hell in the Pacific,"Drama, War",6.8,41.0,2.664145
The Glass Bottom Boat,"Comedy, Romance",4.8,16.0,0.942977
Cradle Will Rock,Drama,7.2,18.0,6.481649
Deuce Bigalow: Male Gigolo,Comedy,5.4,314.0,6.567794
The Green Mile,"Fantasy, Drama, Crime",8.2,4166.0,19.96678
The Cider House Rules,Drama,6.9,285.0,9.526781
Diamonds,"Comedy, Drama, Mystery",5.4,7.0,1.652447
The War Zone,Drama,7.2,54.0,3.46626
The Bat Whispers,"Crime, Drama, Mystery, Thriller",6.3,4.0,0.670708
The Last Picture Show,Drama,7.6,133.0,5.961382
The 7th Voyage of Sinbad,"Action, Adventure, Family, Fantasy",6.8,52.0,11.118379
Blood on the Sun,"Action, Drama, War",5.1,7.0,1.130503
Anna and the King,"Drama, History, Romance",6.4,204.0,17.65016
Bicentennial Man,"Comedy, Science Fiction",6.9,998.0,9.369918
Stuart Little,"Animation, Fantasy, Family, Comedy",5.8,998.0,8.3595
The Emperor and the Assassin,"Drama, History",7.4,18.0,1.531997
Fantasia 2000,"Animation, Family, Music",7.0,300.0,14.972573
Magnolia,Drama,7.5,844.0,9.091636
Onegin,"Drama, Romance",5.8,26.0,7.171138
Simpatico,"Comedy, Drama",5.3,6.0,3.143748
Topsy-Turvy,"Comedy, Drama, Music",6.7,41.0,5.902126
The Alley Cats,"Drama, Foreign",2.5,2.0,0.083996
Boiling Point,"Drama, Action, Adventure, Crime, Thriller",4.6,26.0,2.124785
Brenda Starr,"Adventure, Fantasy",5.1,7.0,6.561712
Carnal Knowledge,Drama,6.7,34.0,2.837238
Easy Rider,"Adventure, Drama",7.0,411.0,8.635841
The Falcon and the Snowman,"Thriller, Drama, Crime",6.5,43.0,4.690847
Hi-Yo Silver,Western,0.0,0.0,0.001438
Room at the Top,"Romance, Drama",6.0,20.0,1.876199
Ulysses,Adventure,6.3,32.0,1.993626
Any Given Sunday,Drama,6.8,430.0,10.571434
Man on the Moon,"Comedy, Drama, Romance",6.9,444.0,13.217419
Galaxy Quest,"Comedy, Family, Science Fiction",6.9,722.0,15.831374
The Talented Mr. Ripley,"Thriller, Crime, Drama",7.1,790.0,11.65502
Next Friday,Comedy,6.5,145.0,10.06545
The Hurricane,Drama,7.2,401.0,5.716009
Angela's Ashes,Drama,7.0,59.0,4.496585
Play It to the Bone,"Comedy, Drama",5.7,53.0,4.347609
Titus,"Drama, History, Thriller",6.5,76.0,7.295333
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",Documentary,6.3,17.0,1.157478
The Third Miracle,Drama,6.1,16.0,2.269601
Montana,"Drama, Action, Comedy, Crime",4.8,4.0,1.174927
Snow Falling on Cedars,"Drama, Romance",6.3,32.0,2.813811
"Girl, Interrupted",Drama,7.6,747.0,8.285062
Trans,Drama,0.0,0.0,0.042209
The Life and Times of Hank Greenberg,"Documentary, Family",4.0,2.0,0.136087
My Dog Skip,"Comedy, Drama, Family",6.5,71.0,7.061185
Supernova,"Horror, Science Fiction, Thriller",4.9,109.0,5.496624
The Quarry,"Drama, Foreign",2.5,2.0,0.203067
The Terrorist,Drama,8.1,4.0,0.154526
The Way We Were,"Drama, Romance",7.1,87.0,13.377996
Tess of the Storm Country,"Romance, Drama",5.0,1.0,0.126258
Stalag 17,"Comedy, Drama, War",7.6,143.0,9.47371
The Presidio,"Action, Adventure, Crime, Drama, Mystery, Thriller",5.7,80.0,3.768935
Papillon,"Crime, Drama",7.8,445.0,15.698433
Pal Joey,"Comedy, Music, Romance",5.9,16.0,2.774084
The Last Detail,"Comedy, Drama",7.1,85.0,4.344612
Five Easy Pieces,Drama,7.2,114.0,9.721297
Even Dwarfs Started Small,"Comedy, Drama",6.6,27.0,0.854963
Dead Calm,"Crime, Thriller, Horror, Drama",6.6,178.0,13.464246
The Boys from Brazil,"Horror, Drama, Thriller, Science Fiction",6.6,102.0,5.923299
Black Sunday,Horror,7.2,79.0,4.683413
Against All Odds,"Action, Adventure, Crime, Drama, Mystery, Romance, Thriller",5.7,40.0,3.027195
The Snows of Kilimanjaro,"Action, Adventure, Drama, Romance",6.1,18.0,1.799027
National Lampoon's Loaded Weapon 1,Comedy,5.7,161.0,11.511683
The Loves of Carmen,"Drama, Romance",8.0,2.0,0.366948
Fast Times at Ridgemont High,Comedy,7.0,330.0,14.658885
A Cry in the Dark,Drama,6.4,49.0,3.970538
Born to Win,"Comedy, Crime, Drama",6.1,7.0,2.554758
Batman: Mask of the Phantasm,"Action, Adventure, Animation, Family",7.4,218.0,7.29114
American Flyers,Drama,6.1,33.0,5.50751
Voyage of the Damned,Drama,5.5,5.0,1.12301
Vampyros Lesbos,Horror,5.5,29.0,3.047838
A Star Is Born,Drama,6.3,24.0,2.537508
Poison,"Drama, Horror, Science Fiction",6.4,15.0,1.924535
Pacific Heights,"Crime, Thriller",6.0,83.0,4.817146
Night Tide,Thriller,6.2,16.0,0.91597
The Draughtsman's Contract,"Comedy, Mystery, Romance",6.9,44.0,2.444637
Carmen,"Music, Drama",5.9,6.0,1.490737
A Zed & Two Noughts,"Comedy, Drama",6.8,31.0,3.464385
